d_case_folding,d_digits_removal,d_breaking_hyphens,d_punctuation_mark_removal,d_tokenizing,d_stemming,d_stopword_removal,,label
"over 125,000 free xxx movies! the ultimate free porn tube site with new porn videos everyday! porn stars and amateurs - watch or download for free!","over , free xxx movies! the ultimate free porn tube site with new porn videos everyday! porn stars and amateurs - watch or download for free!","over , free xxx movies! the ultimate free porn tube site with new porn videos everyday! porn stars and amateurs   watch or download for free!",over free xxx movies the ultimate free porn tube site with new porn videos everyday porn stars and amateurs watch or download for free,"['over', 'free', 'xxx', 'movies', 'the', 'ultimate', 'free', 'porn', 'tube', 'site', 'with', 'new', 'porn', 'videos', 'everyday', 'porn', 'stars', 'and', 'amateurs', 'watch', 'or', 'download', 'for', 'free']","['over', 'free', 'xxx', 'movie', 'the', 'ultimate', 'free', 'porn', 'tube', 'site', 'with', 'new', 'porn', 'video', 'everyday', 'porn', 'star', 'and', 'amateur', 'watch', 'or', 'download', 'for', 'free']","['free', 'xxx', 'movie', 'ultimate', 'free', 'porn', 'tube', 'site', 'new', 'porn', 'video', 'everyday', 'porn', 'star', 'amateur', 'watch', 'download', 'free']",,berbahaya
"4porn.com has massive collection of free porn, porn videos and best hardcore movies online! let us show you that internet is 4 porn!! stepmom, beauty, mom, milf, japanese, teen, maid, shemale, seduced, surprise, cheating, lesbian, massage, big ass, big cock and much more.","porn.com has massive collection of free porn, porn videos and best hardcore movies online! let us show you that internet is  porn!! stepmom, beauty, mom, milf, japanese, teen, maid, shemale, seduced, surprise, cheating, lesbian, massage, big ass, big cock and much more.","porn.com has massive collection of free porn, porn videos and best hardcore movies online! let us show you that internet is  porn!! stepmom, beauty, mom, milf, japanese, teen, maid, shemale, seduced, surprise, cheating, lesbian, massage, big ass, big cock and much more.",porncom has massive collection of free porn porn videos and best hardcore movies online let us show you that internet is porn stepmom beauty mom milf japanese teen maid shemale seduced surprise cheating lesbian massage big ass big cock and much more,"['porncom', 'has', 'massive', 'collection', 'of', 'free', 'porn', 'porn', 'videos', 'and', 'best', 'hardcore', 'movies', 'online', 'let', 'us', 'show', 'you', 'that', 'internet', 'is', 'porn', 'stepmom', 'beauty', 'mom', 'milf', 'japanese', 'teen', 'maid', 'shemale', 'seduced', 'surprise', 'cheating', 'lesbian', 'massage', 'big', 'ass', 'big', 'cock', 'and', 'much', 'more']","['porncom', 'have', 'massive', 'collection', 'of', 'free', 'porn', 'porn', 'video', 'and', 'best', 'hardcore', 'movie', 'online', 'let', 'u', 'show', 'you', 'that', 'internet', 'be', 'porn', 'stepmom', 'beauty', 'mom', 'milf', 'japanese', 'teen', 'maid', 'shemale', 'seduce', 'surprise', 'cheat', 'lesbian', 'massage', 'big', 'as', 'big', 'cock', 'and', 'much', 'more']","['porncom', 'massive', 'collection', 'free', 'porn', 'porn', 'video', 'best', 'hardcore', 'movie', 'online', 'let', 'u', 'show', 'internet', 'porn', 'stepmom', 'beauty', 'mom', 'milf', 'japanese', 'teen', 'maid', 'shemale', 'seduce', 'surprise', 'cheat', 'lesbian', 'massage', 'big', 'big', 'cock', 'much']",,berbahaya
thousands of free and private live sex cams and adult chat with hd streaming video and audio. watch real amateurs and pornstars online 24/7.,thousands of free and private live sex cams and adult chat with hd streaming video and audio. watch real amateurs and pornstars online /.,thousands of free and private live sex cams and adult chat with hd streaming video and audio. watch real amateurs and pornstars online /.,thousands of free and private live sex cams and adult chat with hd streaming video and audio watch real amateurs and pornstars online /,"['thousands', 'of', 'free', 'and', 'private', 'live', 'sex', 'cams', 'and', 'adult', 'chat', 'with', 'hd', 'streaming', 'video', 'and', 'audio', 'watch', 'real', 'amateurs', 'and', 'pornstars', 'online', '/']","['thousand', 'of', 'free', 'and', 'private', 'live', 'sex', 'cam', 'and', 'adult', 'chat', 'with', 'hd', 'stream', 'video', 'and', 'audio', 'watch', 'real', 'amateur', 'and', 'pornstars', 'online', '']","['thousand', 'free', 'private', 'live', 'sex', 'cam', 'adult', 'chat', 'hd', 'stream', 'video', 'audio', 'watch', 'real', 'amateur', 'pornstars', 'online', '']",,berbahaya
"free porn movies, tube videos, porno clips","free porn movies, tube videos, porno clips","free porn movies, tube videos, porno clips",free porn movies tube videos porno clips,"['free', 'porn', 'movies', 'tube', 'videos', 'porno', 'clips']","['free', 'porn', 'movie', 'tube', 'video', 'porno', 'clip']","['free', 'porn', 'movie', 'tube', 'video', 'porno', 'clip']",,berbahaya
"worldsex offers free sex pics and xxx porn movies since 1996. watch or download free mobile porn, see xxx tube movies from recent and popular pornstars","worldsex offers free sex pics and xxx porn movies since . watch or download free mobile porn, see xxx tube movies from recent and popular pornstars","worldsex offers free sex pics and xxx porn movies since . watch or download free mobile porn, see xxx tube movies from recent and popular pornstars",worldsex offers free sex pics and xxx porn movies since watch or download free mobile porn see xxx tube movies from recent and popular pornstars,"['worldsex', 'offers', 'free', 'sex', 'pics', 'and', 'xxx', 'porn', 'movies', 'since', 'watch', 'or', 'download', 'free', 'mobile', 'porn', 'see', 'xxx', 'tube', 'movies', 'from', 'recent', 'and', 'popular', 'pornstars']","['worldsex', 'offer', 'free', 'sex', 'pic', 'and', 'xxx', 'porn', 'movie', 'since', 'watch', 'or', 'download', 'free', 'mobile', 'porn', 'see', 'xxx', 'tube', 'movie', 'from', 'recent', 'and', 'popular', 'pornstars']","['worldsex', 'offer', 'free', 'sex', 'pic', 'xxx', 'porn', 'movie', 'since', 'watch', 'download', 'free', 'mobile', 'porn', 'see', 'xxx', 'tube', 'movie', 'recent', 'popular', 'pornstars']",,berbahaya
"adult entertainment service provider directory & more - escort, webcam, phone chat/sex & movies","adult entertainment service provider directory & more - escort, webcam, phone chat/sex & movies","adult entertainment service provider directory & more   escort, webcam, phone chat/sex & movies",adult entertainment service provider directory more escort webcam phone chat/sex movies,"['adult', 'entertainment', 'service', 'provider', 'directory', 'more', 'escort', 'webcam', 'phone', 'chat/sex', 'movies']","['adult', 'entertainment', 'service', 'provider', 'directory', 'more', 'escort', 'webcam', 'phone', 'chat sex', 'movie']","['adult', 'entertainment', 'service', 'provider', 'directory', 'escort', 'webcam', 'phone', 'chat sex', 'movie']",,berbahaya
very fast gay tube. high quality videos have been collected from thousands sites. new films are added every hour.,very fast gay tube. high quality videos have been collected from thousands sites. new films are added every hour.,very fast gay tube. high quality videos have been collected from thousands sites. new films are added every hour.,very fast gay tube high quality videos have been collected from thousands sites new films are added every hour,"['very', 'fast', 'gay', 'tube', 'high', 'quality', 'videos', 'have', 'been', 'collected', 'from', 'thousands', 'sites', 'new', 'films', 'are', 'added', 'every', 'hour']","['very', 'fast', 'gay', 'tube', 'high', 'quality', 'video', 'have', 'be', 'collect', 'from', 'thousand', 'site', 'new', 'film', 'be', 'add', 'every', 'hour']","['fast', 'gay', 'tube', 'high', 'quality', 'video', 'collect', 'thousand', 'site', 'new', 'film', 'add', 'every', 'hour']",,berbahaya
watch free porn videos at porntube.com with new porn videos added daily. find pornstars and download their free sex videos in hd and mobile ready.,watch free porn videos at porntube.com with new porn videos added daily. find pornstars and download their free sex videos in hd and mobile ready.,watch free porn videos at porntube.com with new porn videos added daily. find pornstars and download their free sex videos in hd and mobile ready.,watch free porn videos at porntubecom with new porn videos added daily find pornstars and download their free sex videos in hd and mobile ready,"['watch', 'free', 'porn', 'videos', 'at', 'porntubecom', 'with', 'new', 'porn', 'videos', 'added', 'daily', 'find', 'pornstars', 'and', 'download', 'their', 'free', 'sex', 'videos', 'in', 'hd', 'and', 'mobile', 'ready']","['watch', 'free', 'porn', 'video', 'at', 'porntubecom', 'with', 'new', 'porn', 'video', 'add', 'daily', 'find', 'pornstars', 'and', 'download', 'their', 'free', 'sex', 'video', 'in', 'hd', 'and', 'mobile', 'ready']","['watch', 'free', 'porn', 'video', 'porntubecom', 'new', 'porn', 'video', 'add', 'daily', 'find', 'pornstars', 'download', 'free', 'sex', 'video', 'hd', 'mobile', 'ready']",,berbahaya
"free sex, free porn, free direct download","free sex, free porn, free direct download","free sex, free porn, free direct download",free sex free porn free direct download,"['free', 'sex', 'free', 'porn', 'free', 'direct', 'download']","['free', 'sex', 'free', 'porn', 'free', 'direct', 'download']","['free', 'sex', 'free', 'porn', 'free', 'direct', 'download']",,berbahaya
"hottest nude celebs, photos, pictures, videos and more at taxidrivermovie.com. celeb porn pictures like you have never seen before. photos added daily!","hottest nude celebs, photos, pictures, videos and more at taxidrivermovie.com. celeb porn pictures like you have never seen before. photos added daily!","hottest nude celebs, photos, pictures, videos and more at taxidrivermovie.com. celeb porn pictures like you have never seen before. photos added daily!",hottest nude celebs photos pictures videos and more at taxidrivermoviecom celeb porn pictures like you have never seen before photos added daily,"['hottest', 'nude', 'celebs', 'photos', 'pictures', 'videos', 'and', 'more', 'at', 'taxidrivermoviecom', 'celeb', 'porn', 'pictures', 'like', 'you', 'have', 'never', 'seen', 'before', 'photos', 'added', 'daily']","['hottest', 'nude', 'celebs', 'photo', 'picture', 'video', 'and', 'more', 'at', 'taxidrivermoviecom', 'celeb', 'porn', 'picture', 'like', 'you', 'have', 'never', 'see', 'before', 'photo', 'add', 'daily']","['hottest', 'nude', 'celebs', 'photo', 'picture', 'video', 'taxidrivermoviecom', 'celeb', 'porn', 'picture', 'like', 'never', 'see', 'photo', 'add', 'daily']",,berbahaya
daily updated free porn tube,daily updated free porn tube,daily updated free porn tube,daily updated free porn tube,"['daily', 'updated', 'free', 'porn', 'tube']","['daily', 'update', 'free', 'porn', 'tube']","['daily', 'update', 'free', 'porn', 'tube']",,berbahaya
welcome to scoreland: #1 in big boobs! big tit videos and photos of the world's biggest tits.,welcome to scoreland: # in big boobs! big tit videos and photos of the world's biggest tits.,welcome to scoreland: # in big boobs! big tit videos and photos of the world's biggest tits.,welcome to scoreland in big boobs big tit videos and photos of the world's biggest tits,"['welcome', 'to', 'scoreland', 'in', 'big', 'boobs', 'big', 'tit', 'videos', 'and', 'photos', 'of', 'the', 'world', ""'s"", 'biggest', 'tits']","['welcome', 'to', 'scoreland', 'in', 'big', 'boob', 'big', 'tit', 'video', 'and', 'photo', 'of', 'the', 'world', 's', 'big', 'tit']","['welcome', 'scoreland', 'big', 'boob', 'big', 'tit', 'video', 'photo', 'world', 'big', 'tit']",,berbahaya
trusted adult video provider since 1999 – thousands of xxx videos on-demand from the hottest adult studios and porn stars.,trusted adult video provider since  – thousands of xxx videos on-demand from the hottest adult studios and porn stars.,trusted adult video provider since  – thousands of xxx videos on demand from the hottest adult studios and porn stars.,trusted adult video provider since – thousands of xxx videos on demand from the hottest adult studios and porn stars,"['trusted', 'adult', 'video', 'provider', 'since', '–', 'thousands', 'of', 'xxx', 'videos', 'on', 'demand', 'from', 'the', 'hottest', 'adult', 'studios', 'and', 'porn', 'stars']","['trust', 'adult', 'video', 'provider', 'since', '', 'thousand', 'of', 'xxx', 'video', 'on', 'demand', 'from', 'the', 'hottest', 'adult', 'studio', 'and', 'porn', 'star']","['trust', 'adult', 'video', 'provider', 'since', '', 'thousand', 'xxx', 'video', 'demand', 'hottest', 'adult', 'studio', 'porn', 'star']",,berbahaya
"free porn videos available online for instant play or download, no signup is required for our free porn, just click and play our free porn videos now.","free porn videos available online for instant play or download, no signup is required for our free porn, just click and play our free porn videos now.","free porn videos available online for instant play or download, no signup is required for our free porn, just click and play our free porn videos now.",free porn videos available online for instant play or download no signup is required for our free porn just click and play our free porn videos now,"['free', 'porn', 'videos', 'available', 'online', 'for', 'instant', 'play', 'or', 'download', 'no', 'signup', 'is', 'required', 'for', 'our', 'free', 'porn', 'just', 'click', 'and', 'play', 'our', 'free', 'porn', 'videos', 'now']","['free', 'porn', 'video', 'available', 'online', 'for', 'instant', 'play', 'or', 'download', 'no', 'signup', 'be', 'require', 'for', 'our', 'free', 'porn', 'just', 'click', 'and', 'play', 'our', 'free', 'porn', 'video', 'now']","['free', 'porn', 'video', 'available', 'online', 'instant', 'play', 'download', 'signup', 'require', 'free', 'porn', 'click', 'play', 'free', 'porn', 'video']",,berbahaya
